InterContinentalTahitiResort&Spa,L'hôtel INTERCONTINENTAL est une valeur sûre. Buffet petit déjeuner exceptionnel et cela tous les jours de la semaine. Belle chambre avec une vue panoramique sur Moorea. Le personnel est globalement professionnel. Par contre il est dommage qu'aucune priorité ne soit donné aux membres Ambassador InterContinental et pire quasiment aucune prestation ne leur ait offerte. Il faut demander la corbeille de fruits qui ne sera jamais renouvelée pendant 6 jours ! Les petites attentions n'existent pas. Pas de cocktail de bienvenue pour les clients haute contribution... alors que les Tours Operators l'ont ! Je ne comprends donc pas la politique de cet hôtel vis à vis des clients fidèles à InterContinental qui payent une chambre plus de 300€ la nuit. C'est décevant/ voire choquant pour un hôtel qui porte une enseigne prestigieuse. Il semble que le management/ voire le personnel ne se rendent absolument pas compte de l'importance de l'enseigne InterContinental à travers le monde.,15 janvier 2019,janvier 2019,xbessard,4.0
InterContinentalTahitiResort&Spa,Grande chambre avec une grande salle de bains (baignoire + grande douche) et 2 lavabos/ c'est très confortable ! La chambre ouvre sur un grand balcon donnant sur les jardins splendidement arborés/ la piscine d'eau douce et sa plage de sable fin (incroyable) puis le lagon et sa barrière de corail et/ au loin/ l'ile de Moorea/ c'est vraiment magnifique/ magique !,14 janvier 2019,décembre 2018,Footprints801986,5.0
InterContinentalTahitiResort&Spa,bel accueil et très bel hotel. chambres comfortables et fonctionnelles. repas de bonne qualité. personnel très gentil/ malheureusement pas toujours bien formé pour servir dans le restaurant d'un hotel de cette classe.absolument conseillé: le spectacle tahitien,13 janvier 2019,septembre 2018,carlo2408,4.0
InterContinentalTahitiResort&Spa,Proximité de l'aéroport / et panorama enchanteur comme une image de carte postale . Très bon accueil et chambres spacieuses et bien équipées . Le buffet était très copieux et de bonne qualité . Nous avons eu la possibilité de nous inscrire à la soirée tahitienne que nous recommandons car elle venait compléter parfaitement cette prise de contact avec Tahiti.,7 janvier 2019,septembre 2018,Olivier R,4.0
InterContinentalTahitiResort&Spa,Nous avons choisi un package : Réveillon/ nuit d'hôtel et brunch du premier de l'an et l'ensemble nous a satisfait.Buffet bien achalandé en fruits de mer/ foie gras et mets de qualité. Un spectacle de danses tahitiennes professionnel et une animation musicale/ qui/ par contre ne poussait pas les convives à envahir la piste de danse !Chambre vue mer fort agreable et brunch de qualité.Un sejour fort agreable dans l'ensemble pour passer d'une année à l'autre.,6 janvier 2019,décembre 2018,ericdoucot,4.0
InterContinentalTahitiResort&Spa,Avons séjournée quelques jours lors du passage de l'an. Nous connaissions celui de Tahiti mais pas encore celui-ci.Nous ne sommes pas déçus : super emplacement/ excellent service et personnel toujours au top avec le sourire.Merci pour la soirée de Nouvel an qui était une très belle réussite. Le buffet était vraiment super et nous avons abordé 2019 dans les meilleures conditions.Nous y reviendrons très certainement pour un 7ème séjour dans ces magnifiques îles.PS : contrairement à un avis précèdent l'hôtel est très calme et hormis les oiseaux (et les poulets) je n'ai jamais entendu les roulettes des valises malgré mon sommeil très léger ...,4 janvier 2019,décembre 2018,eduardo m,5.0
InterContinentalTahitiResort&Spa,De retour dans cet hôtel après notre dernier séjour en 2014 et toujours la même satisfaction.Très bel hôtel avec personnel très accueillant !!! Certes c'est un grand hôtel mais très belles chambres et à proximité de l'aéroport tout en restant très calme . Piscines sublimes dont une avec un fond de sable.Très beaux jardins. Restaurants délicieux .Parfait pour finir un périple en Polynésie. A conseiller comme hôtel à Papeete.,8 décembre 2018,décembre 2018,arthurRiedisheim,5.0
InterContinentalTahitiResort&Spa,Très bel hôtel vue magnifique sur Moorea le restaurant est top la piscine superbe un grand hôtel à taillé humaine et club de plongée top dive très professionel nous le recommandons fortement ...nous n avons pas l impression que celui ci est grand tant celui ci est calme et reposant,17 novembre 2018,octobre 2018,Danielle P,5.0
InterContinentalTahitiResort&Spa,Malgré un accueil sympathique et efficace/ les chambres sont tristes et sonores.Porte d’entrée peu isolante permettant d’être réveillés plusieurs fois dans la nuit par les valises à roulettes traînées dans les couloirs.Dormir en ouvrant la fenêtre : n’y comptez pas car le bruit de la climatisation du restaurant et du personnel est omniprésente.Dommage car la climatisation réglée au plus chaud transforme la chambre en frigo.Lire la nuit : impossible car l’éclairage est trop violent.De même pour aller aux toilettes de nuit/ il faut allumer toute la salle de bains...Le SPA : catastrophique et hors de prix. Un accueil glacial/ une masseuse aux mains de bûcherons/ une table de massage inconfortable et le bruit du hamam et baignoire juste à côté !A éviter !Le bar de la piscine : une serveuse de temps en temps.Le restaurant gastronomique : bon et cher/ sans surprise.En résumé : bien pour une nuit si vous prenez l’avion tôt le lendemain matin/ sinon ...,10 novembre 2018,novembre 2018,skipper14,3.0
InterContinentalTahitiResort&Spa,Fidèle à sa réputation.Chambre ouhai/ des qu'on rentre. Superbe/ propreté parfaite.Brunch du matin/ viandes/ poissons sucré ou salé. . . Un choix de folie.Personnel très agréable/ très souriantEmplacement splendide/ vues de rêveUne valeur sûre,7 novembre 2018,novembre 2018,papillon84500,5.0
InterContinentalTahitiResort&Spa,C'est toujours un plaisir de venir séjourner à l'intercontinental (anciennement le Beachcomber). La vue est sans pareil sur Moorea. Les chambres et le reste de l'hôtel sont toujours propres et bien entretenus.,3 novembre 2018,juin 2018,hapertet,5.0
InterContinentalTahitiResort&Spa,L'établissement aurait besoin d'un grand rafraîchissement. L'usure du temps se fait sentir. Nous garderons toutefois un excellent souvenir de l'accueil et du sourire du personnel/ polynésien en majorité.,22 octobre 2018,octobre 2018,Jean-Yves F,4.0
InterContinentalTahitiResort&Spa,Ça devient une habitude : en début et en fin de parcours à Tahiti/ nous séjournons à l'Intercontinental.Vraiment parfait/ il y a tout ce qu'il faut pour se remettre du voyage ou se préparer au retour.Depuis notre dernier séjour en 2016/ les chambres ont été réaménagées et c'est vraiment une réussite.Le personnel fait toujours preuve d'une grande gentillesse et d'une totale disponibilité.Définitivement une excellente adresse.,22 octobre 2018,octobre 2018,PhilippeR893,5.0
InterContinentalTahitiResort&Spa,L’hôtel est très grand avec de très bonnes infrastructures pour s’amuser dans l’hôtel (piscine de sable/ piscine/ lagoonaruim/ salle de sport/ activités nautiques). Les chambre sont spacieuses/ la nature un peu vieillotte. Plusieurs restaurants et un très bon et complet petit déjeuner. Le personnel est très attentif et gentil.,20 octobre 2018,octobre 2018,IsaureGllc,4.0
InterContinentalTahitiResort&Spa,Tres bel hotel bien situé avec une vue superbe belles chambres belles prestations à faire sans hésiter !bonne literie / demander une chambre vue mer mais elles sont toutes belles bon accueil pratique car tout pres de l'aéroport,11 octobre 2018,septembre 2018,Estelle L,5.0
InterContinentalTahitiResort&Spa,Passe une journée en famille à intercontinental à faa et une soirée marquisienne magnifique superbe mémorable repas parfait service impeccable piscine à débordement plus aquarium eau de mer pour nager avec les poissons cadre idéal rien à dire tout était à la hauteur du tarif a faire une fois dans sa vie,9 octobre 2018,octobre 2018,Christian P,5.0
InterContinentalTahitiResort&Spa,Aiorana/ maururu pour les 3 jours passés à tahiti à l'intercontinental.Chambre vue panoramique sur le lagon. Une tuerie. Chambre magnifique. Très bien équipée. C'est l'une de mes plus belles chambres de tous mes voyages. Une vraie princesse... Baignoire/ douche à l'italienne/ peignoir/ mules/ très beau lit avec choix parmi 5 oreillers différents. Très beau décor.j'ai beaucoup voyager mais là c'était mon plus bel hôtel.J'ai enfin réalisé mon rêve tahiti. Bora bora et moorea.Personnel très agréable et accueillant. Très souriant et dynamique.Vues magnifiques/ 2 très belles plages avec bar dans l'eau/ lagon à débordement sur la mer face à moorea/ jaquizzi dans l'eau excellent.cascade piscine.Plongée poissons magnifiques.Spectacle du dimanche superbe.Bon Restaurant. On mange bien. Un peu cher mais c'est tahiti.Nous avons passés 12 jours sous le soleil de Polynésie française. La chance pas de pluie où nous étions.Chaîne international hôtel super sauf le maitai. C'est dommage ça fait chuter l'euphorie... Je n'ai pas compris pour cet hôtel à bora malgré 2 intercontinental dans les autres îles.. DéçuePetits bémols : peu de transats.Personnes de l'extérieur viennent utiliser les transats... Ce n'est pas normal. Ils ne devraient pas avoir accès à l'hôtel...Les clients d'abord...,7 octobre 2018,octobre 2018,NAIMA R,4.0
InterContinentalTahitiResort&Spa,3ème séjour à l’Intercontinental et toujours séduits par son cadre !Les chambres standard étant en cours de rénovation/ nous avons eu la chance d’être surclassé dans une chambre panoramique en face de la piscine du Lotus. Ces chambres sont beaucoup plus au calme que celles des bâtiments centraux.Cet hotel est un lieu idéal pour se reposer au bord de la piscine pour se remettre du décalage horaire ou pour passer de dernières heures sereines avant un retour en métropole.Le restaurant « Te Tiare » propose de bons plats pour le dîner et quelques soirées à theme dont la fameuse soirée marquisienne ! Un bémol cependant cette année sur le petit-déjeuner où les équipes n’ont pas pu nous dire (car la réception était trop surchargée pour leur répondre immédiatement) si notre petit-déjeuner inclus était continental ou américain. Ce n’est qu’à la fin (apres avoir terminé le petit dejeuner) qu’ils nous ont confirmé que l’on avait finalement le droit à l’américain (donc chaud avec omelettes…). C’est le problème des grandes structures : tout peut vite devenir compliqué ! Aucune déduction n'a été proposée par la réception lors du check-out.En résumé/ l’Intercontinental Tahiti reste pour nous une belle étape pour terminer nos séjours en Polynésie/ idéal lors d’un vol retour en fin de soirée.,7 octobre 2018,août 2018,Sandra35650,4.0
InterContinentalTahitiResort&Spa,Hôtel situé à côté de l’aéroport donc très bruyant / pas de caché avec beaucoup beaucoup de mondeBuffet typique des très gros hôtelAprès je pense que c’est juste une question de goût nous préférons l’es hôtel intimistes et donc celui là est aux antipodes de ce que nous prenonsMais peut très bien convenir aux personnes habituées aux hôtels type « club med »,4 octobre 2018,août 2018,beauty59,2.0
InterContinentalTahitiResort&Spa,Situé à proximité de l'aéroport mais sans en avoir les inconvénients cet hôtel est remarquablement situé.Literie au top et personnel chaleureux.Vue magnifique magnifique de la réception sur les piscines le lagunarium et Mooréa.Excellents buffets. Prix des alcools et du vin toutefois excessifs.,3 octobre 2018,octobre 2018,Dragonvert,4.0
InterContinentalTahitiResort&Spa,Grand hôtel très prisé/ bien situé ( pres de l aéroport/ navette pour le centre ville a 1000 XPF l AR) avec de belles installations: Très beaux jardins/ lagoonarium intéressant/ plusieurs piscines mais pas de vraie plage. Grandes chambres impeccables avec une literie de rêve.Restaurant le lotus: intimiste et excellentPersonnel adorableSpectacle du vendredi gratuit pour les clientsLes petits moins :- pas de jus de fruits frais au petit déjeuner standard ( en option)- tarifs excessifs au bar: exemple d une Hibano au bar du lobby à près de 1400 XPF (payée 500 sur l île très isolée de Toau aux Tuamotu !)- manque un peu de charme,2 octobre 2018,septembre 2018,vampirella2015,4.0
InterContinentalTahitiResort&Spa,Hôtel situé à 5 minutes en voiture de l aéroport ce qui est vraiment appréciable quand on arrive après plus de 20 h de vol. A l arrivée / l accueil est top et l enregistrement de la chambre se fait très rapidement. Chambre très confortable avec un joli balcon avec vue sur la mer pour nous. Malgré le côté proche de l aéroport pas de nuisance ni le jour ni la nuit. Le personnel est très accueillant/ le petit déjeuner buffet très copieux et de qualité. Le restaurant Le Tiare propose également de très bons plats. Le wifi est de très bonne qualité et disponible en chambre. Les piscines sont très belles.,25 septembre 2018,septembre 2018,Blondin013,5.0
InterContinentalTahitiResort&Spa,Halte très sympa avant le retour en France.Le site est spacieux/ chambre confortable/ avec vue sur la 2ème piscine et la mer/ piscine centrale très grande et appréciable pour nager.Concept d un lagon avec riches variétés de poissons dedans qui est très original/ belle salle de sport/ restaurant panoramique ouvert sur la piscine (du choix au petit dej et dîner/ dont club sandwich très bon avec bière pression hinano).Service de petite voiturette qui vous accompagne en chambre/ grand jardin avec plantation de vanille/ ananas et même des tortues de Californie!Globalement séjour très agréable.Regret néanmoins que le service de navette pour l aéroport soit payant et non offert comme prestation de l hôtel contrairement au Méridien par exemple et pas de chaussures pour l eau prêtées par l hôtel (néanmoins possibilité d en acheter)/ ni de remise de collier de coquillages en partant. Vraiment dommage que l hôtel ne mise pas sur davantage de services offerts et activités nautiques à la clientèle pour agrémenter le séjour.,25 septembre 2018,septembre 2018,CharlotteL728,4.0
InterContinentalTahitiResort&Spa,L hôtel est un peu vieillot! Les chambres sont correctes mais rien de dingue non plus. L atout majeur c est les piscines et la vue sur le lagon. Petite déception car nous y avons passé 2 fois 2 nuits et pas d attention particulière pour notre voyage de noces contrairement aux autres intercontinental de moorea et bora. Enfin voir un rat rôder autour de la piscine des mon arrivée m a clairement refroidi!,20 septembre 2018,septembre 2018,Lapile59,3.0
InterContinentalTahitiResort&Spa,Nous avons séjourné dans cet établissement/ chambre avec vue lagon/ superbe donnant sur Moorea. Le personnel/ les restaurants et les spectacles ont parfaitement répondu à nos attentes. Un très bon hôtel Bravo !,17 septembre 2018,septembre 2018,dilkhab,5.0
InterContinentalTahitiResort&Spa,Logés en chambre 3eme étage vue lagon/ nous avons beaucoup apprécié notre séjour/ breakfast super / dans une ambiance de fleurs magnifiques partout/ ambiance calme et relaxante que ce soit au service repas/ à l'accueil/ dans les couloirs/ tout le monde est aimable et souriant.,15 septembre 2018,septembre 2018,221bric,5.0
InterContinentalTahitiResort&Spa,Très belle hôtel situé dans la baie de Faa’a à quelques minutes en voiture de l’aéroport de Papeete et idéal pour un stop avant et ou après une croisière ou un transfert dans les îles polynésiennes.Accueil de qualité/ très belles et confortables chambres/ petit déjeuner très copieux et plats de qualité.N’hésitez pas à déjeuner ou dîner au restaurant le lotus situé sur le lagon mais pensez à réserver.,31 août 2018,août 2018,CharlestonSC73,5.0
InterContinentalTahitiResort&Spa,Hôtel de luxe sans fausse note/ les bungalows sont très agréables et le personnel très à l'écoute.Le lagoonarium est une belle réalisation.Hôtel classique avec bungalow sur l'eau type l'une de miel.,30 août 2018,août 2018,Catherine G,5.0
InterContinentalTahitiResort&Spa,Chambres magnifique malgré uns salle de bain petite et pas fonctionnelle.Balcon vue sur le lagon incroyable.Piscines et lagoonarium magnifiques.Services et accueuil parfait.Restauration de très bonne qualité et en abondance.Petit déjeuner exceptionnel.,26 août 2018,août 2018,Tit2008,5.0
InterContinentalTahitiResort&Spa,L'Intercontinental reste sans doute le plus bel hôtel de Tahiti... Toutefois/ le bar/ l'happy hours et autres soirées en week-end sont aujourd'hui très en retrait par rapport à ce qu'offre la concurrence de proximité. C'est dommage.,24 août 2018,août 2018,ludovicc295,1.0
InterContinentalTahitiResort&Spa,Je suis restée seulement (et malheureusement) une seule nuit à l’IC Tahiti / le service est top on sent vraiment la convivialité de la culture polynésienne ! La piscine est vraiment super pour un vrai moment de détente ! Les chambres sont super confortable! Un vrai petit havre de paix sur Tahiti!Maruuruu ♡,22 août 2018,septembre 2017,celiarahal,5.0
InterContinentalTahitiResort&Spa,Après ce long périple depuis la Métropole/ nous arrivons enfin à notre hôtel.Situé non loin de l'aéroport/ notre transfert est rapide/ un collier de fleurs autour du cou.A l'hôtel nous sommes reçus par le bagagiste au corps tatoué comme le veut la tradition/ le dépaysement commence.Depuis le bar de la réception/ nous admirons cette vue splendide sur l'ile soeur/ Moorea.En dessous de nous/ nous avons également découvrir les cocktails de l'ile accompagnés dans une ambiance plus festive orchestrée par un groupe local.Nous avons souhaité essayer le restaurant dit gastronomique le Lotus pour notre dernier soirée/ et notre souvenir est mémorable: les mets façonnés à la Polynésienne nous ont délectés. Quelle belle découverte!Les journées au bord de la grande piscine à cascade ainsi que de la piscine de sable ont rythmé nos premiers jours en Polynésie.encore un point positif: le SPA et la salle de sport à la hauteur du standing de cet hôtel. Les thérapeutes sont expérimentés/ et le massage jet lag que j'ai eu la chance de recevoir à mon arrivée/ était extraordinaire. Mon mari quant à lui a apprécié les tapis de course face au bleu turquoise du lagon.Une très belle expérience que je recommande à tous.,15 août 2018,juillet 2018,AmandineB393,5.0
InterContinentalTahitiResort&Spa,Très grand hôtel (on s’y perd un peu) proche de l’aéroport et c’est son principal atout.Deux très belles piscines et un lagonarium/ un beau jardin et une très belle vue depuis les chambres panoramiques.Par contre ces chambres sont vieillottes/ notamment la salle de bain et sesrobinets à l’ancienne.Les branchements électriques sont également à revoir (vétusté ?)/ il est paradoxalement très compliqué d’éteindre toutes les lumières tout en gardant la possibilité d’allumer la table de chevet durant la nuit.La restauration est très moyenne et l’accueil au restaurant peu empressé.Le personnel/ hormis les bagagistes qui sont très aimables/ semble de manière générale franchement indifférent/ ce qui détonne par rapport aux autres hôtels de la chaîne (Moorea et Bora Bora) ou l’on est bien mieux accueillis.,6 août 2018,août 2018,Linstant1902,3.0
InterContinentalTahitiResort&Spa,Un très bon hôtel après 24 heures de voyage ideal pour ce reposer avant de partir pour d’autre île. Notre chambre disposait d’une très belle vue sur le lagon et moorea nous étions face à la piscine a fond de sable avec bar immergé ( un peu chere ) les repas au restaurant y sont excelant tous comme le brunch tahicien du dimanche matin avec spectacle dommage que la grande piscine était en travaux début juin mais cela n’a géné en rien notre séjoursLes cocktail du bar vers la grande piscine y sont excellant !,28 juillet 2018,juin 2018,MaximeG1266,4.0
InterContinentalTahitiResort&Spa,Quel dommage!!! un si beau cadre gâché pour des économies de bouts de chandelles. Les cocktails ont bien augmenté le happy hour est à une heure inappropriée 16H30 17H30 et en prime vous n'avez le droit qu'à 4 cocktails du mois qui ne sont pas vraiment des réussites. Bref tout semble avoir été fait pour décourager le chaland et pour qu'il consomme du cocktail au prix maximum entre 15 à 30€ pièce. Nous avons également commandé un thé glacé "maison" qui n'était qu'un vulgaire thé avec des glaçons il faudra sans doute expliquer au barman d'aller voir ce qui se passe chez la concurrence. Pour ma part je n'y retournerai pas et je privilégierai le concurrent à quelques kilomètres qui offre un happy hour de 17h30 à 18h30 et sur toute la carte.,23 juillet 2018,juillet 2018,PIERRE B,2.0
InterContinentalTahitiResort&Spa,Quel bel hôtel/ situé près de la mer avec une piscine face au restaurant où l’on prend son déjeuner très lentement !Pas très loin de l’aéroport et magnifiquement situé pour un arrêt pré ou post croisière.Le prix peut faire peur/ mais on ne vit qu’une seule fois.,30 juin 2018,février 2018,Andre B,5.0
InterContinentalTahitiResort&Spa,Tout commence bien : bel accueil à la réception/ vue du lobby magnifique sur l’immense piscine et l’océan puis vient la chambre : déception pour un hôtel de ce standing !Chambre « supérieure » : minuscule/ salle de bain avec une douche petite/ le placard de la chambre est dans la salle de bain (première fois que je vois ça)/ avec une vue sur un jardin qui n’est autre que des dizaines d’arbres qui amène moustiques et autres bestioles directement dans votre lit!Dans la chambre une bouilloire sans café ni thé/ obligé d’en demander au room service qui nous amène un café et du lait déjà préparé dans l’espoir de nous le facturer !A part la piscine et les restaurant de l’hôtel/ rien ne classait cet hôtel comme il le devraitPoint positif : lagon aménagé (car l’hôtel n’a pas de plage) avec poisson/ corail... où vous pouvez nager librement (pensez à vous équiper : masque tuba et chaussure de snorkeling),30 juin 2018,juin 2018,Arielle B,2.0
InterContinentalTahitiResort&Spa,Des chambres très spacieuses/ propres et un lit très confortable. Plusieurs options culinaires (menu à la carte/ buffet/ cuisine gastronomique) réunies ainsi que plusieurs options de bain avec des piscines à débord. Magnifique coucher de soleil sur Moorea et de bons cocktails à savourer au Tiki Bar dans une belle ambiance musicale.,28 juin 2018,juin 2018,Moeani S,4.0
InterContinentalTahitiResort&Spa,RIEN A DIRE? TOUT EST PARFAIT. les bungalow c'est l'extase/ vous vous levez vous faites une petite baignade avec de magnifiques poissonspetit déjeuner très fourni/ et toujours cet accueil si jovialrestaurant gastronomique et un délicele petit restaurant du bas! c'estgénial/ super; avec une musique qui vous berce; vous trouverez de tout petits et grands et surtout goutez l poisson à la tahitienne,26 juin 2018,août 2017,Loulou K,5.0
InterContinentalTahitiResort&Spa,Très bel établissement/ personnel très agréable/ grande chambre/ bien équipée/ propre et fonctionnelle.Très beau petit déjeuner buffet avec une super vue sur Moorea. Nous avons apprécié le lagonnarium au sein de l’hôtel.Nous recommandons cet hôtel.,25 juin 2018,juin 2018,myriamr399,5.0
